event_date,event_time,event_name,user_pseudo_id,session_id,traffic_source,traffic_medium,campaign_name,country,city,device_category,transaction_id,purchase_revenue
20210131,2021-01-31 03:09:18.149504 UTC,first_visit,1070234.6499880921,2727127733,(direct),(none),(direct),United States,Marietta,desktop,,
20210131,2021-01-31 03:09:20.700849 UTC,page_view,1070234.6499880921,2727127733,(direct),(none),(direct),United States,Marietta,desktop,,
20210131,2021-01-31 03:09:18.149504 UTC,page_view,1070234.6499880921,2727127733,(direct),(none),(direct),United States,Marietta,desktop,,
20210131,2021-01-31 03:09:20.700849 UTC,user_engagement,1070234.6499880921,2727127733,(direct),(none),(direct),United States,Marietta,desktop,,
20210131,2021-01-31 21:02:51.653180 UTC,session_start,1095407.7609659002,7430787546,(direct),(none),(direct),Norway,(not set),mobile,,
20210131,2021-01-31 21:02:51.653180 UTC,page_view,1095407.7609659002,7430787546,(direct),(none),(direct),Norway,(not set),mobile,,
20210131,2021-01-31 21:02:52.249378 UTC,page_view,1095407.7609659002,7430787546,(direct),(none),(direct),Norway,(not set),mobile,,
20210131,2021-01-31 21:02:51.653180 UTC,first_visit,1095407.7609659002,7430787546,(direct),(none),(direct),Norway,(not set),mobile,,
20210131,2021-01-31 09:42:26.069570 UTC,user_engagement,1101008.7270961499,9424872136,google,cpc,<Other>,Australia,(not set),desktop,,
20210131,2021-01-31 09:42:23.830004 UTC,session_start,1101008.7270961499,9424872136,google,cpc,<Other>,Australia,(not set),desktop,,
20210131,2021-01-31 09:42:23.830004 UTC,page_view,1101008.7270961499,9424872136,google,cpc,<Other>,Australia,(not set),desktop,,
20210131,2021-01-31 09:42:26.069570 UTC,page_view,1101008.7270961499,9424872136,google,cpc,<Other>,Australia,(not set),desktop,,
20210131,2021-01-31 09:42:23.830004 UTC,first_visit,1101008.7270961499,9424872136,google,cpc,<Other>,Australia,(not set),desktop,,
20210131,2021-01-31 00:48:42.270009 UTC,session_start,1104658.1789443296,2647148009,shop.googlemerchandisestore.com,referral,(referral),China,Hangzhou,desktop,,
20210131,2021-01-31 00:48:42.270009 UTC,first_visit,1104658.1789443296,2647148009,shop.googlemerchandisestore.com,referral,(referral),China,Hangzhou,desktop,,
20210131,2021-01-31 00:48:45.828176 UTC,user_engagement,1104658.1789443296,2647148009,shop.googlemerchandisestore.com,referral,(referral),China,Hangzhou,desktop,,
20210131,2021-01-31 00:48:45.828176 UTC,page_view,1104658.1789443296,2647148009,shop.googlemerchandisestore.com,referral,(referral),China,Hangzhou,desktop,,
20210131,2021-01-31 00:48:42.270009 UTC,page_view,1104658.1789443296,2647148009,shop.googlemerchandisestore.com,referral,(referral),China,Hangzhou,desktop,,
20210131,2021-01-31 07:07:30.253667 UTC,page_view,1106781.1369843736,4860913808,shop.googlemerchandisestore.com,referral,(referral),United States,Charlotte,mobile,,
20210131,2021-01-31 07:07:30.253667 UTC,session_start,1106781.1369843736,4860913808,shop.googlemerchandisestore.com,referral,(referral),United States,Charlotte,mobile,,
20210131,2021-01-31 07:07:30.253667 UTC,first_visit,1106781.1369843736,4860913808,shop.googlemerchandisestore.com,referral,(referral),United States,Charlotte,mobile,,
20210131,2021-01-31 04:19:43.986728 UTC,user_engagement,1114805.9678711833,8567490518,<Other>,<Other>,<Other>,India,(not set),mobile,,
20210131,2021-01-31 04:19:47.331133 UTC,page_view,1114805.9678711833,8567490518,<Other>,<Other>,<Other>,India,(not set),mobile,,
20210131,2021-01-31 04:19:26.478890 UTC,view_item,1114805.9678711833,8567490518,<Other>,<Other>,<Other>,India,(not set),mobile,(not set),
20210131,2021-01-31 04:19:21.108552 UTC,page_view,1114805.9678711833,8567490518,<Other>,<Other>,<Other>,India,(not set),mobile,,
20210131,2021-01-31 04:19:21.108552 UTC,first_visit,1114805.9678711833,8567490518,<Other>,<Other>,<Other>,India,(not set),mobile,,
20210131,2021-01-31 04:19:53.880113 UTC,page_view,1114805.9678711833,8567490518,<Other>,<Other>,<Other>,India,(not set),mobile,,
20210131,2021-01-31 04:19:21.108552 UTC,session_start,1114805.9678711833,8567490518,<Other>,<Other>,<Other>,India,(not set),mobile,,
20210131,2021-01-31 04:19:26.478890 UTC,page_view,1114805.9678711833,8567490518,<Other>,<Other>,<Other>,India,(not set),mobile,,
20210131,2021-01-31 04:19:53.880113 UTC,view_item,1114805.9678711833,8567490518,<Other>,<Other>,<Other>,India,(not set),mobile,(not set),
20210131,2021-01-31 11:04:33.008407 UTC,user_engagement,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:05:40.179543 UTC,page_view,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:05:53.862381 UTC,scroll,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:06:13.487039 UTC,page_view,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:03:54.508933 UTC,page_view,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:06:22.075422 UTC,page_view,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:06:28.694071 UTC,scroll,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:04:31.827934 UTC,scroll,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:03:49.477789 UTC,page_view,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:05:05.115562 UTC,user_engagement,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:04:57.893396 UTC,page_view,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:04:07.557767 UTC,scroll,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:03:49.477789 UTC,session_start,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:03:49.477789 UTC,first_visit,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:06:16.099519 UTC,user_engagement,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:04:38.995027 UTC,page_view,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:05:22.582415 UTC,page_view,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:04:14.173958 UTC,page_view,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:04:07.978685 UTC,user_engagement,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:06:07.103802 UTC,user_engagement,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:05:34.242510 UTC,user_engagement,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 11:05:11.064391 UTC,page_view,1138235.0983382868,3040201588,shop.googlemerchandisestore.com,referral,(referral),United States,Sunnyvale,mobile,,
20210131,2021-01-31 13:03:49.938546 UTC,page_view,1147925.5442679295,709579477,google,organic,(organic),Japan,(not set),mobile,,
20210131,2021-01-31 13:03:45.939017 UTC,session_start,1147925.5442679295,709579477,google,organic,(organic),Japan,(not set),mobile,,
20210131,2021-01-31 13:03:45.939017 UTC,first_visit,1147925.5442679295,709579477,google,organic,(organic),Japan,(not set),mobile,,
20210131,2021-01-31 13:03:45.939017 UTC,page_view,1147925.5442679295,709579477,google,organic,(organic),Japan,(not set),mobile,,
20210131,2021-01-31 23:33:08.076683 UTC,page_view,1173058.1267899976,4259608336,(direct),(none),(direct),United States,Walnut Creek,desktop,,
20210131,2021-01-31 22:01:19.082942 UTC,session_start,1173058.1267899976,5975332970,(data deleted),(data deleted),(data deleted),United States,Walnut Creek,desktop,,
20210131,2021-01-31 22:04:46.465198 UTC,user_engagement,1173058.1267899976,5975332970,(data deleted),(data deleted),(data deleted),United States,Walnut Creek,desktop,,
20210131,2021-01-31 22:01:24.074651 UTC,page_view,1173058.1267899976,5975332970,(data deleted),(data deleted),(data deleted),United States,Walnut Creek,desktop,,
20210131,2021-01-31 22:05:11.770452 UTC,page_view,1173058.1267899976,5975332970,(data deleted),(data deleted),(data deleted),United States,Walnut Creek,desktop,,
20210131,2021-01-31 22:04:52.058937 UTC,page_view,1173058.1267899976,5975332970,(data deleted),(data deleted),(data deleted),United States,Walnut Creek,desktop,,
20210131,2021-01-31 23:33:08.076683 UTC,session_start,1173058.1267899976,4259608336,(direct),(none),(direct),United States,Walnut Creek,desktop,,
20210131,2021-01-31 23:33:13.068385 UTC,page_view,1173058.1267899976,4259608336,(direct),(none),(direct),United States,Walnut Creek,desktop,,
20210131,2021-01-31 22:02:11.510356 UTC,scroll,1173058.1267899976,5975332970,(data deleted),(data deleted),(data deleted),United States,Walnut Creek,desktop,,
20210131,2021-01-31 22:01:19.082942 UTC,page_view,1173058.1267899976,5975332970,(data deleted),(data deleted),(data deleted),United States,Walnut Creek,desktop,,
20210131,2021-01-31 13:17:45.709387 UTC,scroll,1189219.2447173085,7057694254,(direct),(none),(direct),United Kingdom,(not set),desktop,,
20210131,2021-01-31 13:17:50.076141 UTC,user_engagement,1189219.2447173085,7057694254,(direct),(none),(direct),United Kingdom,(not set),desktop,,
20210131,2021-01-31 13:17:32.395858 UTC,page_view,1189219.2447173085,7057694254,(direct),(none),(direct),United Kingdom,(not set),desktop,,
20210131,2021-01-31 13:17:32.395858 UTC,session_start,1189219.2447173085,7057694254,(direct),(none),(direct),United Kingdom,(not set),desktop,,
20210131,2021-01-31 13:17:37.353768 UTC,page_view,1189219.2447173085,7057694254,(direct),(none),(direct),United Kingdom,(not set),desktop,,
20210131,2021-01-31 13:17:32.395858 UTC,first_visit,1189219.2447173085,7057694254,(direct),(none),(direct),United Kingdom,(not set),desktop,,
20210131,2021-01-31 00:41:27.913657 UTC,page_view,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 00:36:41.333133 UTC,page_view,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 00:34:23.357683 UTC,first_visit,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 01:06:46.936853 UTC,user_engagement,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 00:36:32.786278 UTC,user_engagement,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 00:36:35.527929 UTC,user_engagement,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 00:34:28.328068 UTC,page_view,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 00:41:27.913657 UTC,user_engagement,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 00:41:58.203764 UTC,scroll,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 00:34:53.388106 UTC,user_engagement,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 00:34:28.328068 UTC,view_item,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,(not set),
20210131,2021-01-31 00:35:07.006812 UTC,scroll,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 00:41:22.295008 UTC,user_engagement,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 00:41:33.270541 UTC,page_view,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 00:34:59.108417 UTC,page_view,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 00:34:23.357683 UTC,page_view,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 00:34:23.357683 UTC,session_start,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 00:36:51.168327 UTC,scroll,1221278.9176168969,8258229577,google,organic,(organic),Brazil,(not set),mobile,,
20210131,2021-01-31 13:50:20.412437 UTC,view_item,1221511.4323292711,3195061990,google,organic,(organic),United States,Chula Vista,desktop,(not set),
20210131,2021-01-31 13:50:20.412437 UTC,page_view,1221511.4323292711,3195061990,google,organic,(organic),United States,Chula Vista,desktop,,
20210131,2021-01-31 14:29:23.998289 UTC,first_visit,1238287.3517779449,8418266073,google,organic,(organic),United States,Washington,mobile,,
20210131,2021-01-31 14:29:23.998289 UTC,session_start,1238287.3517779449,8418266073,google,organic,(organic),United States,Washington,mobile,,
20210131,2021-01-31 14:29:23.998289 UTC,page_view,1238287.3517779449,8418266073,google,organic,(organic),United States,Washington,mobile,,
20210131,2021-01-31 14:29:29.053042 UTC,page_view,1238287.3517779449,8418266073,google,organic,(organic),United States,Washington,mobile,,
20210131,2021-01-31 22:58:34.003840 UTC,session_start,1241994.8969665216,7018217786,google,organic,(organic),United States,Boston,desktop,,
20210131,2021-01-31 22:58:34.003840 UTC,first_visit,1241994.8969665216,7018217786,google,organic,(organic),United States,Boston,desktop,,
20210131,2021-01-31 22:58:34.003840 UTC,page_view,1241994.8969665216,7018217786,google,organic,(organic),United States,Boston,desktop,,
20210131,2021-01-31 22:58:36.818428 UTC,user_engagement,1241994.8969665216,7018217786,google,organic,(organic),United States,Boston,desktop,,
20210131,2021-01-31 22:58:36.818428 UTC,page_view,1241994.8969665216,7018217786,google,organic,(organic),United States,Boston,desktop,,
20210131,2021-01-31 08:44:24.180957 UTC,page_view,1249176.8442316591,9291188735,(direct),(none),(direct),Japan,(not set),desktop,,
20210131,2021-01-31 08:44:18.814111 UTC,session_start,1249176.8442316591,9291188735,(direct),(none),(direct),Japan,(not set),desktop,,
20210131,2021-01-31 08:44:18.814111 UTC,first_visit,1249176.8442316591,9291188735,(direct),(none),(direct),Japan,(not set),desktop,,
20210131,2021-01-31 08:44:18.814111 UTC,page_view,1249176.8442316591,9291188735,(direct),(none),(direct),Japan,(not set),desktop,,
20210131,2021-01-31 08:53:58.195047 UTC,user_engagement,1249176.8442316591,9291188735,(direct),(none),(direct),Japan,(not set),desktop,,
20210131,2021-01-31 08:53:54.773319 UTC,scroll,1249176.8442316591,9291188735,(direct),(none),(direct),Japan,(not set),desktop,,
20210131,2021-01-31 22:55:05.444763 UTC,first_visit,1250087.6343632648,1649637157,shop.googlemerchandisestore.com,referral,(referral),Canada,(not set),mobile,,
20210131,2021-01-31 22:55:05.444763 UTC,page_view,1250087.6343632648,1649637157,shop.googlemerchandisestore.com,referral,(referral),Canada,(not set),mobile,,
20210131,2021-01-31 22:55:05.444763 UTC,session_start,1250087.6343632648,1649637157,shop.googlemerchandisestore.com,referral,(referral),Canada,(not set),mobile,,
20210131,2021-01-31 22:55:10.505907 UTC,view_item,1250087.6343632648,1649637157,shop.googlemerchandisestore.com,referral,(referral),Canada,(not set),mobile,(not set),
20210131,2021-01-31 22:55:10.505907 UTC,page_view,1250087.6343632648,1649637157,shop.googlemerchandisestore.com,referral,(referral),Canada,(not set),mobile,,
20210131,2021-01-31 01:02:09.215696 UTC,page_view,1252858.8264384397,6798091922,<Other>,<Other>,<Other>,Japan,(not set),desktop,,
20210131,2021-01-31 01:02:09.215696 UTC,first_visit,1252858.8264384397,6798091922,<Other>,<Other>,<Other>,Japan,(not set),desktop,,
20210131,2021-01-31 01:02:14.903902 UTC,page_view,1252858.8264384397,6798091922,<Other>,<Other>,<Other>,Japan,(not set),desktop,,
20210131,2021-01-31 01:02:09.215696 UTC,session_start,1252858.8264384397,6798091922,<Other>,<Other>,<Other>,Japan,(not set),desktop,,
20210131,2021-01-31 01:02:14.903902 UTC,user_engagement,1252858.8264384397,6798091922,<Other>,<Other>,<Other>,Japan,(not set),desktop,,
20210131,2021-01-31 14:53:58.097861 UTC,first_visit,1275618.9547763904,4388271976,google,organic,(organic),Italy,(not set),mobile,,
20210131,2021-01-31 14:54:14.647213 UTC,user_engagement,1275618.9547763904,4388271976,google,organic,(organic),Italy,(not set),mobile,,
20210131,2021-01-31 14:54:20.799111 UTC,page_view,1275618.9547763904,4388271976,google,organic,(organic),Italy,(not set),mobile,,
20210131,2021-01-31 14:53:58.097861 UTC,session_start,1275618.9547763904,4388271976,google,organic,(organic),Italy,(not set),mobile,,
20210131,2021-01-31 14:54:34.555373 UTC,user_engagement,1275618.9547763904,4388271976,google,organic,(organic),Italy,(not set),mobile,,
20210131,2021-01-31 14:53:58.097861 UTC,page_view,1275618.9547763904,4388271976,google,organic,(organic),Italy,(not set),mobile,,
20210131,2021-01-31 14:54:03.111870 UTC,page_view,1275618.9547763904,4388271976,google,organic,(organic),Italy,(not set),mobile,,
20210131,2021-01-31 02:01:17.407027 UTC,page_view,1292144.1246346360,2345073235,(direct),(none),(direct),United States,(not set),mobile,,
20210131,2021-01-31 02:01:12.402871 UTC,session_start,1292144.1246346360,2345073235,(direct),(none),(direct),United States,(not set),mobile,,
20210131,2021-01-31 02:01:12.402871 UTC,page_view,1292144.1246346360,2345073235,(direct),(none),(direct),United States,(not set),mobile,,
